"","areatype","area","year","month","laborforce","employed","unemployed","unemployment_rate"
"17558","County","Rockland County",1993,"9",143200,133800,9400,6.6
"17559","County","Rockland County",1993,"10",143100,134300,8800,6.1
"17560","County","Rockland County",1993,"11",143200,135100,8100,5.6
"17561","County","Rockland County",1993,"12",143100,135600,7600,5.3
"17562","County","Rockland County",1992,"avg",142100,133000,9100,6.4
"17563","County","Rockland County",1992,"1",140400,130900,9500,6.7
"17564","County","Rockland County",1992,"2",138800,129200,9600,6.9
"17565","County","Rockland County",1992,"3",140000,131200,8800,6.3
"17566","County","Rockland County",1992,"4",140700,132300,8400,6
"17567","County","Rockland County",1992,"5",141500,132500,9000,6.3
"17568","County","Rockland County",1992,"6",145700,135700,10000,6.9
"17569","County","Rockland County",1992,"7",148100,137700,10400,7
"17570","County","Rockland County",1992,"8",146400,136500,9900,6.8
"17571","County","Rockland County",1992,"9",141600,132100,9500,6.7
"17572","County","Rockland County",1992,"10",140000,131400,8600,6.1
"17573","County","Rockland County",1992,"11",140600,132400,8200,5.9
"17574","County","Rockland County",1992,"12",141500,133700,7800,5.5
"17575","County","Rockland County",1991,"avg",142700,134600,8000,5.6
"17576","County","Rockland County",1991,"1",142100,135500,6700,4.7
"17577","County","Rockland County",1991,"2",141800,134600,7200,5.1
"17578","County","Rockland County",1991,"3",142100,134900,7100,5
"17579","County","Rockland County",1991,"4",142500,135500,7000,4.9
"17580","County","Rockland County",1991,"5",142600,134400,8200,5.8
"17581","County","Rockland County",1991,"6",146700,138100,8600,5.8
"17582","County","Rockland County",1991,"7",147200,137700,9500,6.5
"17583","County","Rockland County",1991,"8",145400,136400,9100,6.2
"17584","County","Rockland County",1991,"9",141300,132400,8900,6.3
"17585","County","Rockland County",1991,"10",140600,132500,8100,5.7
"17586","County","Rockland County",1991,"11",140000,131900,8100,5.8
"17587","County","Rockland County",1991,"12",139500,131600,7900,5.7
"17588","County","Rockland County",1990,"avg",144500,139700,4800,3.3
"17589","County","Rockland County",1990,"1",141700,137300,4400,3.1
"17590","County","Rockland County",1990,"2",140900,136300,4600,3.3
"17591","County","Rockland County",1990,"3",142200,138000,4100,2.9
"17592","County","Rockland County",1990,"4",142600,138500,4100,2.9
"17593","County","Rockland County",1990,"5",144200,139900,4300,3
"17594","County","Rockland County",1990,"6",148200,143400,4800,3.2
"17595","County","Rockland County",1990,"7",149900,144600,5400,3.6
"17596","County","Rockland County",1990,"8",149700,144300,5400,3.6
"17597","County","Rockland County",1990,"9",144100,138700,5400,3.7
"17598","County","Rockland County",1990,"10",143800,138600,5200,3.6
"17599","County","Rockland County",1990,"11",143100,138200,4900,3.4
"17600","County","Rockland County",1990,"12",143600,138300,5300,3.7
"17601","County","Saratoga County",2020,"1",120800,116300,4500,3.8
"17602","County","Saratoga County",2020,"2",121100,116700,4400,3.6
"17603","County","Saratoga County",2020,"3",120700,116200,4500,3.7
"17604","County","Saratoga County",2020,"4",118400,102700,15600,13.2
"17605","County","Saratoga County",2020,"5",120400,108800,11600,9.7
"17606","County","Saratoga County",2020,"6",119300,107200,12100,10.2
"17607","County","Saratoga County",2020,"7",122700,109800,12900,10.5
"17608","County","Saratoga County",2020,"8",120000,110700,9300,7.7
"17609","County","Saratoga County",2020,"9",115200,109800,5400,4.7
"17610","County","Saratoga County",2020,"10",114200,108600,5600,4.9
"17611","County","Saratoga County",2019,"avg",118900,114900,4000,3.4
"17612","County","Saratoga County",2019,"1",118600,113900,4800,4
"17613","County","Saratoga County",2019,"2",118700,114000,4700,4
"17614","County","Saratoga County",2019,"3",118600,114200,4400,3.7
"17615","County","Saratoga County",2019,"4",118000,114400,3700,3.1
"17616","County","Saratoga County",2019,"5",117900,114400,3500,3
"17617","County","Saratoga County",2019,"6",119300,115500,3800,3.2
"17618","County","Saratoga County",2019,"7",119000,115100,3900,3.3
"17619","County","Saratoga County",2019,"8",118700,114800,3900,3.3
"17620","County","Saratoga County",2019,"9",119000,115200,3700,3.1
"17621","County","Saratoga County",2019,"10",119900,116100,3800,3.2
"17622","County","Saratoga County",2019,"11",119900,116100,3800,3.1
"17623","County","Saratoga County",2019,"12",119500,115300,4200,3.5
"17624","County","Saratoga County",2018,"avg",119100,114900,4200,3.5
"17625","County","Saratoga County",2018,"1",117400,112000,5400,4.6
"17626","County","Saratoga County",2018,"2",118800,113200,5700,4.8
"17627","County","Saratoga County",2018,"3",118900,113900,5000,4.2
"17628","County","Saratoga County",2018,"4",119000,114700,4300,3.6
"17629","County","Saratoga County",2018,"5",119200,115500,3700,3.1
"17630","County","Saratoga County",2018,"6",120900,116800,4100,3.4
"17631","County","Saratoga County",2018,"7",120500,116600,3900,3.2
"17632","County","Saratoga County",2018,"8",118800,115100,3700,3.1
"17633","County","Saratoga County",2018,"9",118800,115200,3600,3
"17634","County","Saratoga County",2018,"10",119700,116200,3500,3
"17635","County","Saratoga County",2018,"11",119100,115600,3500,2.9
"17636","County","Saratoga County",2018,"12",118200,114200,4000,3.4
"17637","County","Saratoga County",2017,"avg",118300,113600,4700,4
"17638","County","Saratoga County",2017,"1",117300,111700,5600,4.8
"17639","County","Saratoga County",2017,"2",117700,112300,5400,4.6
"17640","County","Saratoga County",2017,"3",118700,113800,4800,4.1
"17641","County","Saratoga County",2017,"4",119100,114600,4500,3.7
"17642","County","Saratoga County",2017,"5",118300,113800,4400,3.7
"17643","County","Saratoga County",2017,"6",119800,115200,4500,3.8
"17644","County","Saratoga County",2017,"7",119200,114700,4600,3.9
"17645","County","Saratoga County",2017,"8",118600,113900,4600,3.9
"17646","County","Saratoga County",2017,"9",118700,114200,4500,3.8
"17647","County","Saratoga County",2017,"10",118200,114000,4300,3.6
"17648","County","Saratoga County",2017,"11",117500,113100,4400,3.7
"17649","County","Saratoga County",2017,"12",116400,111800,4600,4
"17650","County","Saratoga County",2016,"avg",117400,113000,4500,3.8
"17651","County","Saratoga County",2016,"1",117600,112500,5100,4.3
"17652","County","Saratoga County",2016,"2",118200,113000,5200,4.4
"17653","County","Saratoga County",2016,"3",118300,113400,4900,4.1
"17654","County","Saratoga County",2016,"4",117600,113300,4300,3.6
"17655","County","Saratoga County",2016,"5",117400,113500,3900,3.4
"17656","County","Saratoga County",2016,"6",118400,114100,4300,3.6
"17657","County","Saratoga County",2016,"7",118000,113600,4400,3.7
"17658","County","Saratoga County",2016,"8",117400,113100,4300,3.7
"17659","County","Saratoga County",2016,"9",116600,112100,4500,3.8
"17660","County","Saratoga County",2016,"10",117400,113100,4400,3.7
"17661","County","Saratoga County",2016,"11",116500,112400,4100,3.5
"17662","County","Saratoga County",2016,"12",115800,111400,4400,3.8
"17663","County","Saratoga County",2015,"avg",116900,112000,4800,4.1
"17664","County","Saratoga County",2015,"1",116300,110500,5700,4.9
"17665","County","Saratoga County",2015,"2",116200,110500,5800,4.9
"17666","County","Saratoga County",2015,"3",116500,111200,5200,4.5
"17667","County","Saratoga County",2015,"4",117100,112300,4800,4.1
"17668","County","Saratoga County",2015,"5",117800,113000,4900,4.1
"17669","County","Saratoga County",2015,"6",118600,113800,4900,4.1
"17670","County","Saratoga County",2015,"7",117600,112800,4800,4.1
"17671","County","Saratoga County",2015,"8",117000,112500,4500,3.9
"17672","County","Saratoga County",2015,"9",115700,111300,4400,3.8
"17673","County","Saratoga County",2015,"10",116900,112600,4300,3.7
"17674","County","Saratoga County",2015,"11",116500,112100,4300,3.7
"17675","County","Saratoga County",2015,"12",116300,111800,4500,3.8
"17676","County","Saratoga County",2014,"avg",115600,110200,5400,4.7
"17677","County","Saratoga County",2014,"1",115600,109000,6600,5.7
"17678","County","Saratoga County",2014,"2",115900,109200,6800,5.8
"17679","County","Saratoga County",2014,"3",116200,110000,6200,5.3
"17680","County","Saratoga County",2014,"4",115400,110200,5200,4.5
"17681","County","Saratoga County",2014,"5",115800,110700,5100,4.4
"17682","County","Saratoga County",2014,"6",117200,112000,5200,4.4
"17683","County","Saratoga County",2014,"7",116400,111000,5400,4.6
"17684","County","Saratoga County",2014,"8",115500,110300,5200,4.5
"17685","County","Saratoga County",2014,"9",114500,109600,4900,4.3
"17686","County","Saratoga County",2014,"10",115900,111200,4800,4.1
"17687","County","Saratoga County",2014,"11",115000,110200,4800,4.2
"17688","County","Saratoga County",2014,"12",114200,109400,4800,4.2
"17689","County","Saratoga County",2013,"avg",118100,111200,6900,5.8
"17690","County","Saratoga County",2013,"1",118200,109400,8700,7.4
"17691","County","Saratoga County",2013,"2",118300,109900,8400,7.1
"17692","County","Saratoga County",2013,"3",117800,110300,7500,6.3
"17693","County","Saratoga County",2013,"4",118300,111600,6700,5.7
"17694","County","Saratoga County",2013,"5",119100,112400,6700,5.6
"17695","County","Saratoga County",2013,"6",120700,113700,7000,5.8
"17696","County","Saratoga County",2013,"7",119900,113000,6900,5.7
"17697","County","Saratoga County",2013,"8",118700,112300,6400,5.4
"17698","County","Saratoga County",2013,"9",117600,111300,6300,5.4
"17699","County","Saratoga County",2013,"10",116600,110500,6100,5.3
"17700","County","Saratoga County",2013,"11",116600,110800,5800,5
"17701","County","Saratoga County",2013,"12",115500,109800,5700,5
"17702","County","Saratoga County",2012,"avg",117500,109500,8000,6.8
"17703","County","Saratoga County",2012,"1",115800,107000,8800,7.6
"17704","County","Saratoga County",2012,"2",116700,107600,9000,7.7
"17705","County","Saratoga County",2012,"3",116400,107900,8500,7.3
"17706","County","Saratoga County",2012,"4",117000,109200,7800,6.6
"17707","County","Saratoga County",2012,"5",117900,109900,8000,6.8
"17708","County","Saratoga County",2012,"6",119200,111000,8200,6.9
"17709","County","Saratoga County",2012,"7",118200,110000,8200,6.9
"17710","County","Saratoga County",2012,"8",117600,109800,7700,6.6
"17711","County","Saratoga County",2012,"9",117500,109900,7600,6.5
"17712","County","Saratoga County",2012,"10",118600,111100,7400,6.3
"17713","County","Saratoga County",2012,"11",118200,111100,7100,6
"17714","County","Saratoga County",2012,"12",117200,109500,7700,6.5
"17715","County","Saratoga County",2011,"avg",115700,108000,7700,6.7
"17716","County","Saratoga County",2011,"1",115500,106700,8700,7.6
"17717","County","Saratoga County",2011,"2",115800,107200,8600,7.4
"17718","County","Saratoga County",2011,"3",115700,107700,8000,6.9
"17719","County","Saratoga County",2011,"4",115700,108300,7300,6.3
"17720","County","Saratoga County",2011,"5",115600,108400,7300,6.3
"17721","County","Saratoga County",2011,"6",116100,108600,7600,6.5
"17722","County","Saratoga County",2011,"7",116000,108400,7600,6.5
"17723","County","Saratoga County",2011,"8",115800,108500,7300,6.3
"17724","County","Saratoga County",2011,"9",115100,107600,7500,6.5
"17725","County","Saratoga County",2011,"10",115800,108400,7400,6.4
"17726","County","Saratoga County",2011,"11",115800,108400,7400,6.4
"17727","County","Saratoga County",2011,"12",115200,107500,7700,6.7
"17728","County","Saratoga County",2010,"avg",118000,109900,8100,6.9
"17729","County","Saratoga County",2010,"1",117800,108500,9300,7.9
"17730","County","Saratoga County",2010,"2",118400,109100,9300,7.8
"17731","County","Saratoga County",2010,"3",118200,109400,8800,7.4
"17732","County","Saratoga County",2010,"4",119400,111400,8000,6.7
"17733","County","Saratoga County",2010,"5",118900,111100,7800,6.5
"17734","County","Saratoga County",2010,"6",119800,111900,7900,6.6
"17735","County","Saratoga County",2010,"7",119500,111400,8000,6.7
"17736","County","Saratoga County",2010,"8",118900,111200,7700,6.5
"17737","County","Saratoga County",2010,"9",117300,109700,7600,6.5
"17738","County","Saratoga County",2010,"10",116500,109000,7500,6.5
"17739","County","Saratoga County",2010,"11",116400,108500,8000,6.8
"17740","County","Saratoga County",2010,"12",115400,107600,7800,6.8
"17741","County","Saratoga County",2009,"avg",122100,114300,7700,6.3
"17742","County","Saratoga County",2009,"1",122500,114600,7900,6.4
"17743","County","Saratoga County",2009,"2",123100,114600,8500,6.9
"17744","County","Saratoga County",2009,"3",122600,114400,8300,6.7
"17745","County","Saratoga County",2009,"4",123000,115600,7400,6
"17746","County","Saratoga County",2009,"5",122700,115100,7500,6.1
"17747","County","Saratoga County",2009,"6",124500,116600,7900,6.3
"17748","County","Saratoga County",2009,"7",123400,115900,7500,6.1
"17749","County","Saratoga County",2009,"8",122500,115300,7200,5.9
"17750","County","Saratoga County",2009,"9",120400,113000,7500,6.2
"17751","County","Saratoga County",2009,"10",120400,112900,7500,6.3
"17752","County","Saratoga County",2009,"11",120500,112900,7600,6.3
"17753","County","Saratoga County",2009,"12",118900,110900,8100,6.8
"17754","County","Saratoga County",2008,"avg",121900,116400,5600,4.6
"17755","County","Saratoga County",2008,"1",120500,114800,5700,4.8
"17756","County","Saratoga County",2008,"2",120400,114600,5800,4.8
"17757","County","Saratoga County",2008,"3",120600,114900,5700,4.7
"17758","County","Saratoga County",2008,"4",121100,116100,5000,4.1
"17759","County","Saratoga County",2008,"5",121800,116700,5200,4.2
"17760","County","Saratoga County",2008,"6",123800,118400,5400,4.3
"17761","County","Saratoga County",2008,"7",123700,118300,5300,4.3
"17762","County","Saratoga County",2008,"8",123100,117900,5300,4.3
"17763","County","Saratoga County",2008,"9",121700,116200,5500,4.5
"17764","County","Saratoga County",2008,"10",122500,117000,5500,4.5
"17765","County","Saratoga County",2008,"11",122400,116500,5900,4.8
"17766","County","Saratoga County",2008,"12",121500,115000,6500,5.3
"17767","County","Saratoga County",2007,"avg",119400,115000,4400,3.7
"17768","County","Saratoga County",2007,"1",119200,114200,5000,4.2
"17769","County","Saratoga County",2007,"2",119100,114100,5000,4.2
"17770","County","Saratoga County",2007,"3",119100,114600,4500,3.8
"17771","County","Saratoga County",2007,"4",118100,114000,4100,3.5
"17772","County","Saratoga County",2007,"5",118600,114600,4000,3.4
"17773","County","Saratoga County",2007,"6",120800,116600,4200,3.5
"17774","County","Saratoga County",2007,"7",120700,116400,4400,3.6
"17775","County","Saratoga County",2007,"8",119900,115900,4000,3.3
"17776","County","Saratoga County",2007,"9",119000,114800,4200,3.5
"17777","County","Saratoga County",2007,"10",119200,115100,4100,3.5
"17778","County","Saratoga County",2007,"11",119900,115700,4300,3.6
"17779","County","Saratoga County",2007,"12",119400,114700,4800,4
"17780","County","Saratoga County",2006,"avg",120400,116100,4200,3.5
"17781","County","Saratoga County",2006,"1",119300,114500,4800,4
"17782","County","Saratoga County",2006,"2",120100,114900,5200,4.3
"17783","County","Saratoga County",2006,"3",120200,115400,4800,4
"17784","County","Saratoga County",2006,"4",120100,115900,4200,3.5
"17785","County","Saratoga County",2006,"5",120000,116000,4100,3.4
"17786","County","Saratoga County",2006,"6",121900,117700,4200,3.4
"17787","County","Saratoga County",2006,"7",122000,117700,4300,3.5
"17788","County","Saratoga County",2006,"8",121400,117500,3900,3.2
"17789","County","Saratoga County",2006,"9",119100,115200,3900,3.3
"17790","County","Saratoga County",2006,"10",120100,116600,3500,2.9
"17791","County","Saratoga County",2006,"11",120000,116200,3800,3.2
"17792","County","Saratoga County",2006,"12",119900,116100,3800,3.2
"17793","County","Saratoga County",2005,"avg",120000,115600,4400,3.6
"17794","County","Saratoga County",2005,"1",118700,113600,5100,4.3
"17795","County","Saratoga County",2005,"2",118700,113600,5200,4.4
"17796","County","Saratoga County",2005,"3",118100,113600,4500,3.8
"17797","County","Saratoga County",2005,"4",119000,114900,4200,3.5
"17798","County","Saratoga County",2005,"5",119400,115300,4100,3.4
"17799","County","Saratoga County",2005,"6",121200,116800,4400,3.6
"17800","County","Saratoga County",2005,"7",122200,117900,4300,3.5
"17801","County","Saratoga County",2005,"8",122000,118100,3800,3.1
"17802","County","Saratoga County",2005,"9",119900,115500,4300,3.6
"17803","County","Saratoga County",2005,"10",120700,116600,4000,3.3
"17804","County","Saratoga County",2005,"11",120200,115800,4400,3.6
"17805","County","Saratoga County",2005,"12",119700,115500,4200,3.5
"17806","County","Saratoga County",2004,"avg",118000,113400,4600,3.9
"17807","County","Saratoga County",2004,"1",117700,111900,5800,5
"17808","County","Saratoga County",2004,"2",117600,112000,5600,4.8
"17809","County","Saratoga County",2004,"3",117100,111600,5500,4.7
"17810","County","Saratoga County",2004,"4",117100,112500,4500,3.9
"17811","County","Saratoga County",2004,"5",117600,113300,4300,3.6
"17812","County","Saratoga County",2004,"6",119300,114700,4600,3.8
"17813","County","Saratoga County",2004,"7",119900,115700,4200,3.5
"17814","County","Saratoga County",2004,"8",119300,115500,3800,3.2
"17815","County","Saratoga County",2004,"9",117000,113000,3900,3.4
"17816","County","Saratoga County",2004,"10",117700,113800,3900,3.3
"17817","County","Saratoga County",2004,"11",118100,113900,4200,3.6
"17818","County","Saratoga County",2004,"12",118000,113500,4500,3.8
"17819","County","Saratoga County",2003,"avg",116300,111700,4600,3.9
"17820","County","Saratoga County",2003,"1",116000,110600,5400,4.6
"17821","County","Saratoga County",2003,"2",116400,111100,5200,4.5
"17822","County","Saratoga County",2003,"3",115700,110800,4800,4.2
"17823","County","Saratoga County",2003,"4",116200,111600,4600,3.9
"17824","County","Saratoga County",2003,"5",115900,111600,4300,3.7
"17825","County","Saratoga County",2003,"6",117600,113000,4600,3.9
"17826","County","Saratoga County",2003,"7",117500,113100,4400,3.7
"17827","County","Saratoga County",2003,"8",117300,113200,4100,3.5
"17828","County","Saratoga County",2003,"9",115000,110700,4300,3.7
"17829","County","Saratoga County",2003,"10",115800,111500,4200,3.7
"17830","County","Saratoga County",2003,"11",116400,111700,4600,4
"17831","County","Saratoga County",2003,"12",115900,111300,4500,3.9
"17832","County","Saratoga County",2002,"avg",115200,110800,4400,3.8
"17833","County","Saratoga County",2002,"1",112900,107300,5600,4.9
"17834","County","Saratoga County",2002,"2",114800,109300,5500,4.8
"17835","County","Saratoga County",2002,"3",114500,109400,5100,4.4
"17836","County","Saratoga County",2002,"4",114800,110400,4400,3.8
"17837","County","Saratoga County",2002,"5",114900,110800,4100,3.6
"17838","County","Saratoga County",2002,"6",116500,112200,4300,3.7
"17839","County","Saratoga County",2002,"7",116700,112500,4200,3.6
"17840","County","Saratoga County",2002,"8",116900,113200,3700,3.2
"17841","County","Saratoga County",2002,"9",115800,112000,3800,3.3
"17842","County","Saratoga County",2002,"10",115500,111800,3700,3.2
"17843","County","Saratoga County",2002,"11",114700,110600,4100,3.6
"17844","County","Saratoga County",2002,"12",114700,110300,4400,3.8
"17845","County","Saratoga County",2001,"avg",112200,108400,3700,3.3
"17846","County","Saratoga County",2001,"1",111600,107400,4300,3.8
"17847","County","Saratoga County",2001,"2",111300,107300,4000,3.6
"17848","County","Saratoga County",2001,"3",111500,107700,3800,3.4
"17849","County","Saratoga County",2001,"4",111100,107900,3200,2.9
"17850","County","Saratoga County",2001,"5",111200,108100,3100,2.8
"17851","County","Saratoga County",2001,"6",113000,109600,3400,3
"17852","County","Saratoga County",2001,"7",113300,109900,3300,2.9
"17853","County","Saratoga County",2001,"8",113000,109400,3600,3.2
"17854","County","Saratoga County",2001,"9",111700,107900,3800,3.4
"17855","County","Saratoga County",2001,"10",112600,108700,3800,3.4
"17856","County","Saratoga County",2001,"11",112900,108700,4200,3.7
"17857","County","Saratoga County",2001,"12",112900,108500,4500,4
"17858","County","Saratoga County",2000,"avg",110100,106400,3700,3.3
"17859","County","Saratoga County",2000,"1",110400,105800,4700,4.2
"17860","County","Saratoga County",2000,"2",110500,105900,4600,4.2
"17861","County","Saratoga County",2000,"3",109900,105600,4300,3.9
"17862","County","Saratoga County",2000,"4",109800,106300,3500,3.2
"17863","County","Saratoga County",2000,"5",109300,105800,3500,3.2
"17864","County","Saratoga County",2000,"6",111700,108200,3500,3.1
"17865","County","Saratoga County",2000,"7",110900,107500,3400,3.1
"17866","County","Saratoga County",2000,"8",110800,107400,3400,3
"17867","County","Saratoga County",2000,"9",108700,105200,3400,3.2
"17868","County","Saratoga County",2000,"10",109400,106200,3200,2.9
"17869","County","Saratoga County",2000,"11",109800,106400,3400,3.1
"17870","County","Saratoga County",2000,"12",110200,106900,3300,3
"17871","County","Saratoga County",1999,"avg",106600,103100,3500,3.3
"17872","County","Saratoga County",1999,"1",106800,102400,4400,4.1
"17873","County","Saratoga County",1999,"2",106700,102100,4600,4.3
"17874","County","Saratoga County",1999,"3",106400,102200,4200,4
"17875","County","Saratoga County",1999,"4",106300,102700,3500,3.3
"17876","County","Saratoga County",1999,"5",106500,103200,3200,3.1
"17877","County","Saratoga County",1999,"6",107900,104800,3100,2.8
"17878","County","Saratoga County",1999,"7",107200,104100,3100,2.9
"17879","County","Saratoga County",1999,"8",106700,104000,2800,2.6
"17880","County","Saratoga County",1999,"9",105700,102500,3300,3.1
"17881","County","Saratoga County",1999,"10",105900,102800,3100,2.9
"17882","County","Saratoga County",1999,"11",106400,103100,3300,3.1
"17883","County","Saratoga County",1999,"12",106100,102800,3300,3.1
"17884","County","Saratoga County",1998,"avg",105700,102100,3700,3.5
"17885","County","Saratoga County",1998,"1",105300,100300,5100,4.8
"17886","County","Saratoga County",1998,"2",105700,100800,5000,4.7
"17887","County","Saratoga County",1998,"3",105300,100700,4500,4.3
"17888","County","Saratoga County",1998,"4",105000,101700,3300,3.1
"17889","County","Saratoga County",1998,"5",105500,102200,3300,3.2
"17890","County","Saratoga County",1998,"6",106900,103700,3200,3
"17891","County","Saratoga County",1998,"7",106700,103800,2900,2.7
"17892","County","Saratoga County",1998,"8",106500,103500,3000,2.8
"17893","County","Saratoga County",1998,"9",104900,101600,3400,3.2
"17894","County","Saratoga County",1998,"10",105200,101900,3300,3.2
"17895","County","Saratoga County",1998,"11",106000,102600,3400,3.2
"17896","County","Saratoga County",1998,"12",105600,102200,3400,3.3
"17897","County","Saratoga County",1997,"avg",104300,100200,4100,3.9
"17898","County","Saratoga County",1997,"1",102100,97200,4900,4.8
"17899","County","Saratoga County",1997,"2",103100,98200,4900,4.8
"17900","County","Saratoga County",1997,"3",104000,99400,4600,4.5
"17901","County","Saratoga County",1997,"4",103700,99800,3900,3.8
"17902","County","Saratoga County",1997,"5",104200,100500,3700,3.6
"17903","County","Saratoga County",1997,"6",105400,101700,3700,3.5
"17904","County","Saratoga County",1997,"7",105800,102200,3600,3.4
"17905","County","Saratoga County",1997,"8",105600,102200,3400,3.2
"17906","County","Saratoga County",1997,"9",103600,99700,3800,3.7
"17907","County","Saratoga County",1997,"10",104100,100300,3800,3.7
"17908","County","Saratoga County",1997,"11",105000,101000,4000,3.8
"17909","County","Saratoga County",1997,"12",104700,100600,4200,4
"17910","County","Saratoga County",1996,"avg",101700,97300,4400,4.3
"17911","County","Saratoga County",1996,"1",100800,95100,5600,5.6
"17912","County","Saratoga County",1996,"2",101700,96100,5600,5.5
"17913","County","Saratoga County",1996,"3",101800,96500,5300,5.2
"17914","County","Saratoga County",1996,"4",101500,96900,4700,4.6
"17915","County","Saratoga County",1996,"5",101300,96700,4600,4.5
"17916","County","Saratoga County",1996,"6",102300,98300,4100,4
"17917","County","Saratoga County",1996,"7",102800,98600,4200,4.1
"17918","County","Saratoga County",1996,"8",102400,98900,3600,3.5
"17919","County","Saratoga County",1996,"9",101000,97200,3800,3.8
"17920","County","Saratoga County",1996,"10",101500,97900,3600,3.5
"17921","County","Saratoga County",1996,"11",101900,98200,3700,3.6
"17922","County","Saratoga County",1996,"12",101500,97600,3900,3.8
"17923","County","Saratoga County",1995,"avg",101300,96500,4800,4.7
"17924","County","Saratoga County",1995,"1",102000,96400,5700,5.5
"17925","County","Saratoga County",1995,"2",102500,97000,5600,5.4
"17926","County","Saratoga County",1995,"3",102100,96800,5300,5.2
"17927","County","Saratoga County",1995,"4",101800,97100,4700,4.6
"17928","County","Saratoga County",1995,"5",100700,96400,4400,4.3
"17929","County","Saratoga County",1995,"6",101600,97500,4100,4
"17930","County","Saratoga County",1995,"7",102300,98000,4200,4.2
"17931","County","Saratoga County",1995,"8",101500,97300,4300,4.2
"17932","County","Saratoga County",1995,"9",99900,95000,4900,4.9
"17933","County","Saratoga County",1995,"10",100500,95800,4600,4.6
"17934","County","Saratoga County",1995,"11",100400,95700,4600,4.6
"17935","County","Saratoga County",1995,"12",100100,95300,4800,4.8
"17936","County","Saratoga County",1994,"avg",102500,97600,4900,4.8
"17937","County","Saratoga County",1994,"1",102000,96100,5900,5.8
"17938","County","Saratoga County",1994,"2",102600,96700,5900,5.8
"17939","County","Saratoga County",1994,"3",101800,95900,5900,5.8
"17940","County","Saratoga County",1994,"4",101500,96200,5300,5.3
"17941","County","Saratoga County",1994,"5",101900,97200,4800,4.7
"17942","County","Saratoga County",1994,"6",103100,98500,4600,4.4
"17943","County","Saratoga County",1994,"7",104100,99600,4500,4.3
"17944","County","Saratoga County",1994,"8",103900,99600,4200,4.1
"17945","County","Saratoga County",1994,"9",101400,96900,4500,4.4
"17946","County","Saratoga County",1994,"10",102600,98200,4400,4.3
"17947","County","Saratoga County",1994,"11",102600,98300,4300,4.2
"17948","County","Saratoga County",1994,"12",102400,97800,4600,4.5
"17949","County","Saratoga County",1993,"avg",100400,95400,5000,5
"17950","County","Saratoga County",1993,"1",99400,93000,6400,6.5
"17951","County","Saratoga County",1993,"2",99900,93500,6400,6.4
"17952","County","Saratoga County",1993,"3",100100,94300,5800,5.8
"17953","County","Saratoga County",1993,"4",99500,94200,5200,5.2
"17954","County","Saratoga County",1993,"5",100500,95600,4900,4.8
"17955","County","Saratoga County",1993,"6",102300,97600,4700,4.6
"17956","County","Saratoga County",1993,"7",102200,98000,4200,4.1
"17957","County","Saratoga County",1993,"8",101600,97600,4100,4
"17958","County","Saratoga County",1993,"9",98800,94400,4400,4.4
"17959","County","Saratoga County",1993,"10",1e+05,95400,4600,4.6
"17960","County","Saratoga County",1993,"11",100200,95600,4600,4.6
"17961","County","Saratoga County",1993,"12",100400,95600,4800,4.8
"17962","County","Saratoga County",1992,"avg",99300,93500,5800,5.9
"17963","County","Saratoga County",1992,"1",98200,91200,6900,7
"17964","County","Saratoga County",1992,"2",98400,91400,7000,7.1
"17965","County","Saratoga County",1992,"3",98600,92000,6600,6.7
"17966","County","Saratoga County",1992,"4",98500,92400,6100,6.2
"17967","County","Saratoga County",1992,"5",98300,92800,5500,5.6
"17968","County","Saratoga County",1992,"6",100400,95100,5400,5.3
"17969","County","Saratoga County",1992,"7",101300,96100,5200,5.1
"17970","County","Saratoga County",1992,"8",101200,96200,5100,5
"17971","County","Saratoga County",1992,"9",98500,93100,5400,5.5
"17972","County","Saratoga County",1992,"10",99200,94000,5300,5.3
"17973","County","Saratoga County",1992,"11",99500,93900,5600,5.6
"17974","County","Saratoga County",1992,"12",99400,93700,5700,5.7
"17975","County","Saratoga County",1991,"avg",98000,92700,5400,5.5
"17976","County","Saratoga County",1991,"1",98000,92300,5700,5.8
"17977","County","Saratoga County",1991,"2",98300,92100,6200,6.4
"17978","County","Saratoga County",1991,"3",98500,92300,6200,6.3
"17979","County","Saratoga County",1991,"4",98200,92800,5400,5.5
"17980","County","Saratoga County",1991,"5",97200,92100,5100,5.2
"17981","County","Saratoga County",1991,"6",99900,94700,5200,5.2
"17982","County","Saratoga County",1991,"7",100100,95100,5100,5.1
"17983","County","Saratoga County",1991,"8",99100,94400,4600,4.7
"17984","County","Saratoga County",1991,"9",96700,91800,4900,5.1
"17985","County","Saratoga County",1991,"10",97000,92300,4800,4.9
"17986","County","Saratoga County",1991,"11",96900,91700,5200,5.3
"17987","County","Saratoga County",1991,"12",96300,90600,5700,5.9
"17988","County","Saratoga County",1990,"avg",96800,93300,3500,3.6
"17989","County","Saratoga County",1990,"1",95500,91200,4300,4.5
"17990","County","Saratoga County",1990,"2",95800,91400,4400,4.6
"17991","County","Saratoga County",1990,"3",96100,92000,4000,4.2
"17992","County","Saratoga County",1990,"4",96100,92700,3400,3.6
"17993","County","Saratoga County",1990,"5",96800,93600,3300,3.4
"17994","County","Saratoga County",1990,"6",98700,95700,3000,3
"17995","County","Saratoga County",1990,"7",98800,96000,2900,2.9
